 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Plugin API: https://github.com/pannous/VoiceActionsAPI Changes in previous releases:  Control wifi, bluetooth, volume by voice Weather forecasts Painting/Drawing by voice Sent messages & reminders are saved Jump to system settings Many of those little improvements from your emails;0;0;0;;;;
";) Take notes, search Quora (alpha) Fixed reminder SHARE ON FACEBOOK, TWITTER, etc";1;0;1;;;;
Most things can be said in many ways;0;0;0;;;;
More function/skills than any other Assistant.;0;0;0;;;;
Compare to the great Speaktoit assistant.;0;0;0;;;;
All feedback highly appreciated.;0;0;0;;;;
Recent changes:;0;0;0;;;;
Stability release;0;0;0;;;;
Add your own commands with the opensource Plugin API Previous release:;0;0;0;;;;
Better media/headset button integration (doubleclick/longpress);0;0;0;;;;
Uses more Wolfram Alpha;0;0;0;;;;
"Basic correction: ""That's not what I said"" ...";0;0;0;;;;
Read Gmail;0;0;0;;;;
Improved handsfree / accessibility;0;0;0;;;;
S p e l l difficult names;0;0;0;;;;
New: relationships I am married to james > Call my husband;0;0;0;;;;
If you still experience lag or freezes, try an app with which you can remove old programs and clean your memory.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.sce.sound;4;0;4;;;;
##\APPLICATION\SOCIAL\ desc.txt;4;0;4;;;;
Remotely monitor SMS, Photo, Video, calllogs and many more.;0;0;0;;;;
Want to find where your phone is;0;0;0;;;;
TRACK SMS ANYTIME, TRACK LOCATION ANYTIME, TRACK CALLS ANYTIME, CALL RECORDING.;0;0;0;;;;
FIND MY PHONE View your phone location in TiSPY web portal.;0;0;0;;;;
Can find location even GPS is disable in device from you cellular information.;0;0;0;;;;
INSTANCE LOCATION By just one click it will return current location of your device within 5 seconds.;0;0;0;;;;
ESSAY ACCESS By just dialing PIN you can open application settings in mobile phone.;0;0;0;;;;
INTELLIGENT NETWORK You can configure that your cellular data can be use or not.;0;0;0;;;;
BACKUP You can use this application to keep backup of  call logs  SMS  Webhistory  Contact;1;0;0;;;;
INSTANT NOTIFICATION You can get email notification for incoming sms or call instantly.;0;0;0;;;;
SECURITY Downloading and uploading of data always be secured as we are using SSL encryption.;0;0;0;;;;
We never save you TiSPY password in our database, it always be store as HASH value which is not delectable.;0;0;0;;;;
Compared to: Cell Phone Tracker, Lookout, Find my phone, Find my droid, MSpy, phone lock, GPS phone tracker, phone lost, spy phone location, remote control, spy phone locator , spy sms call location surround audio photo video LEGAL AGREEMENT: https://tispy.net:8443/TiSPY/legalinfo.html Support: infotechinnovative.net;0;0;0;;;;
Recent changes: Version: 1.0.11;0;0;0;;;;
SMS base Instance photo/location/audio capture;0;0;0;;;;
Bug fixes related to Call logs;0;0;0;;;;
Bug fixes related to Scheduler;1;0;0;;;;
Instance capture is now more accurate.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.asurion.android.mobilerecovery.tmobile;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
How secure would you feel if you lost your phone;0;0;0;;;;
The Mobile Security app, offered to U.S.;0;0;0;;;;
customers of TMobile, gives you peace of mind that your phone and your privacy are protected.;0;0;0;;;;
With Mobile Security it easier than ever to find and secure a lost or misplaced phone. ct;0;0;0;;;;
You can locate your phone by commanding it to sound an alarm, or find it on a map.;0;0;0;;;;
See a visual history of where the phone has been and even get turnbyturn directions to its location using the phone GPS.  p;0;0;0;;;;
In the event you can't find your phone, you can lock it and wipe it to ensure your privacy.  l;1;1;1;;;;
You can do all this via a simple web interface or you can get live support from an agent if you don't have access to a computer. ne;0;0;0;;;;
Mobile Security allows you to remotely:  Sound an alarm on your lost phone to assist in locating it  Locate a lost phone on a map using the phone GPS  Lock a lost or misplaced phone to ensure your privacy  Wipe data from a lost or misplaced phone Mobile Security is available to TMobile Premium Handset Protection (PHP) Bundle and Insurance customers at no extra charge. emb;0;0;0;;;;
Be sure to enroll in PHP Bundle or PHP Insurance within 14 days of purchasing a new device to receive Mobile Security and comprehensive coverage for loss, theft, and damage.;0;1;0;;;;
Not enrolled in PHP;0;0;0;;;;
Mobile Security is available to TMobile customers as a standalone application for 3.99 per month.;0;1;0;;;;
Login to my.tmobile.com/mobilesecurity to download and use Mobile Security.;0;0;0;;;;
Mobile Security is a service provided by Asurion Mobile Applications and is not an insurance product.;0;0;0;;;;
Enabling the location history features of Mobile Security can cause your phone battery life to diminish more quickly. d;0;0;0;;;;
Once phone is wiped, the data is not retrievable.;0;0;0;;;;
Recent changes: New images addition supporting higherresolution display;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.rerware.android.MyBackupRoot;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
ONLY FOR ROOT PHONES If you do not have root, or do not know what root is, this application will not work for you.;0;0;0;;;;
Email us for support [BEFORE] rating.;0;0;0;;;;
Including protected apps.;0;0;0;;;;
0Click Batch RESTORE;0;0;0;;;;
of applications APKData and Market links  Unlimited amount of backups  Scheduled backups  Backup to SD card (Online option for Pro users)  Backup of Photos  Data backup supported BETWEEN DIFFERENT ROMS;0;0;0;;;;
of Contacts, Call log, Browser Bookmarks, SMS (text messages), MMS, Calendar, System Settings, Home Screens (including shortcut positions), Alarms, Dictionary, Music Playlists, and more...;1;1;0;;;;
Will work on 1 device.;0;0;0;;;;
HELP KEEP THIS APP FREE by leaving a 5 star review;0;0;0;;;;
IN BETA: The Pro version allows you to trigger a backup to begin on your phone (Android 2.2 only) from anywhere in the world, by logging into the Web Viewer from our website www.rerware.com www.RerWare.com;0;0;0;;;;
Recent changes: RESTART YOUR DEVICE AFTER UPDATING THE APP  Fixed SDK 4.x Dialogs being canceled when clicked off on them  Fixed freeze,unfreeze and uninstall (PM Binaries) issues on SDK 4.0 for MyToolbox  Added an option to not load icons for apps and photos list that was causing some out of memory exception if the list is long  Fixed bug for backing up Calendar Alerts.;0;1;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.mo.android.livehome;4;0;4;;;;
##\APPLICATION\BUSINESS\ desc.txt;4;0;4;;;;
LiveHome is a free home(launcher) replacement app and one of the most popular launcher apps in android market, provides beautiful themes,wallpaper and useful funcitons.;0;0;0;;;;
Fancy home screen transition(menu>livehome>Desktop transition).;0;0;0;;;;
Up to 7 home screens.;0;0;0;;;;
LiveHome Features: 1.More Customization menu>livehome>Settings.;0;0;0;;;;
2.Online theme/wallpaper menu>livehome>theme/wallpaper.;0;0;0;;;;
3.IconManager,can hide and custom your app menu>livehome>iconmanager.;0;0;0;;;;
4.Taskmanager and app Uninstall.;0;0;0;;;;
menu>livehome>Taskmanager.;0;0;0;;;;
5.Desktop Transition:3D,Book...;0;0;0;;;;
menu>livehome>Desktop Transition.;0;0;0;;;;
6.Bottom Bar.;0;0;0;;;;
you can drag app to bottom bar.;0;0;0;;;;
support many themes: pandahome/ahome/openhome...;0;0;0;;;;
support livehome/ahome iconpack to prettify the home.;0;0;0;;;;
support:1.5,1.6,2.1,2.2,2.3;0;0;0;;;;
Recent changes: 1.Add system switch widgets for all users 2.Fixed online themes bug.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##net.juniper.junos.pulse.android;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
JUNOS PULSE FOR ANDROID  APP DESCRIPTION Secure your Androidbased mobile life with Juniper Networks Junos Pulse es b;0;0;0;;;;
Junos Pulse secures connectivity to your corporate webbased applications via Juniper Networks SSL VPN gateways.;0;0;0;;;;
And, Junos Pulse delivers mobile security, to protect your Android devices from mobile malware, viruses, and spyware, as well as from device loss or theft, preventing device damage, and loss and exploitation of sensitive user or corporate data.;0;1;0;;;;
Junos Pulse secures mobility by combining secure enterprise connectivity with comprehensive mobile security and device management.;0;0;0;;;;
REQUIREMENTS: 1.;0;0;0;;;;
Juniper Networks SA Series SSL VPN Appliances or MAG Series Junos Pulse Gateways running Junos Pulse Secure Access Service.;0;0;0;;;;
For more information about supported gateways and Android versions, please read the Supported Platforms guide at: http://www.juniper.net/support/products/pulse/mobile/ 2.;0;0;0;;;;
Junos Pulse Mobile Security Suite, which is required to activate and enforce comprehensive mobile security and device management.;0;0;0;;;;
Check with your IT department to ensure that your network is ready for Junos Pulse;0;0;0;;;;
FEATURES:  Safe, secure access to webbased applications, enterprise networks, and bookmarks via an encrypted SSL tunnel between the app and the SSL VPN gateway. il;0;0;0;;;;
Users can access bookmarks enabled on the SSL VPN gateway.;0;0;0;;;;
Secure access to corporate email through Outlook Web Access. rp;0;0;0;;;;
Realtime antivirus protection using heuristic ondevice scanning of all stored, incoming or outgoing files via any input/output means, and Secure Digital (SD) card content. ma;0;0;0;;;;
Background scanning of all network traffic and interfaces for malware, viruses and spyware.  o;0;0;0;;;;
Antitheft/Antiloss protection, including support to remotely locate, track (via GPS), lock, wipe, or sound alert on a lost or stolen device. ur;0;0;0;;;;
Remote commands to alert and take action (remote device lock and/or wipe), or to track a device on detecting a change in or removal of SIM card. e;0;0;0;;;;
Backup and restore of contacts and calendar events stored on your device.  o;1;1;3;;;;
Granular, centralized security policy administration and configuration for IT administrators. e;0;0;0;;;;
Purposebuilt for mobile devices, with minimal CPU, battery and memory usage. ad;0;0;0;;;;
SUPPORT: Follow this link below for an FAQ on support policies for Junos Pulse for Google Android.;0;0;0;;;;
http://kb.juniper.net/InfoCenter/indexpagecontent&idKB19298;0;0;0;;;;
Recent changes: Various bug fixes For further details please check the release notes on Juniper Networks Support website at http://www.juniper.net/support/products/pulse/mobile/;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.kms.free;4;0;4;;;;
##\APPLICATION\TOOLS\ desc.txt;4;0;4;;;;
Kaspersky Mobile Security Lite delivers essential antitheft defense, allowing you to block, wipe or find your missing phone.;0;0;0;;;;
You can also easily filter unwanted SMS texts and calls.;0;0;0;;;;
Plus, AntiVirus Lite with cloudbased security scanner alerts you to potentially malicious apps before they can harm your phone.;0;0;0;;;;
ANTIVIRUS LITE: Alerts you to potentially malicious apps before they can harm your phone ANTITHEFT PROTECTION: Remotely block, wipe or find your phone if it is lost or stolen CALL & SMS FILTER: Blocks unwanted calls and SMS texts SUPPORTED LANGUAGES Danish, Dutch, English, Finnish, French, German, Italian, Korean, Norwegian, Polish, Portuguese (Brazil), Russian, Spanish, Swedish SYSTEM REQUIREMENTS Android 1.6  2.3 UPGRADE TO ADVANCED VERSION ,;1;0;0;;;;
